endpoint,contrast,sex,city,agxcat,agecat,agex,age,year,pyr,dose,dose_level,pihat,cate,cate_lo,cate_hi,logRR,rr
solid,control_vs_moderate,1,1,2,12,9.867,55.136,1990.866,5.11243,0,control,0.46797442628541674,198.69041667757295,-108.53270035535756,704.4507414789397,0.14135380479266968,1.1601895557545097
solid,control_vs_moderate,2,1,1,9,1.032,44.219,1988.783,65.69615,0.3832,moderate,0.49282305211042643,29.133511450144724,-9.263567793005183,86.85314703055343,0.20132257536400072,1.2349261592783698
solid,control_vs_moderate,2,1,1,5,3.284,21.845,1964.158,471.31997,0.04992,control,0.4959758345768722,8.906701007014819,-3.03908364920873,25.977386557644415,0.20118464637828737,1.2348808189315525
solid,control_vs_moderate,1,2,4,15,17.425,70.411,1998.59,1.74626,0.13373,moderate,0.4299847743738304,837.9801099463241,46.90557886734674,2293.5413834101987,0.30416095696172074,1.3712066976302686
solid,control_vs_moderate,2,2,5,14,22.314,68.856,1992.147,9.32137,0.19689,moderate,0.43384038345360487,217.85541302299592,-228.60249715189906,817.2892061727679,0.14886412044099331,1.1779243805541086
solid,control_vs_moderate,1,2,11,17,50.951,82.654,1977.311,2.45306,0.24672,moderate,0.3834247526885261,560.3249463823108,-121.12699533820704,1666.9081632004422,0.18007674883901278,1.2054695486075837
solid,control_vs_moderate,1,2,9,12,43.016,57.067,1959.657,533.68235,4.6e-4,control,0.40027913745154453,-27.92868298346295,-150.88581117412028,106.01725792991168,-0.07985875515562016,0.9337215640236318
solid,control_vs_moderate,2,1,2,13,8.531,60.971,1998.036,27.40086,0.16175,moderate,0.47817293227687047,98.17714002136093,-190.90452779082713,466.15410685217074,0.10034681825754813,1.12096364003224
solid,control_vs_moderate,2,2,3,6,11.663,28.531,1962.473,575.58496,0,control,0.4589283859744269,10.929452662571746,-3.2412578798020077,34.80300926729027,0.20121551838491133,1.2347245753142422
solid,control_vs_moderate,1,2,9,17,43.001,84.185,1986.789,3.96796,0.09296,control,0.3931399635244648,575.2688987773361,-263.1021630245232,2024.3277137076652,0.14964451451880986,1.1696180353089087
solid,control_vs_moderate,2,1,9,15,43.2,71.767,1974.163,410.21027,0.02885,control,0.4292246499140401,45.52415025393076,-234.61314425509795,368.1693285214096,0.03846744029502316,1.050577843995914
solid,control_vs_moderate,1,2,5,13,21.491,64.444,1988.558,1.53966,0.06213,control,0.42626267718342065,358.5223856090278,-163.61935080651978,1165.7701204306375,0.19926793355302572,1.2355473712190153
solid,control_vs_moderate,2,2,8,12,38.031,59.215,1966.788,6.50464,0.11573,moderate,0.41586501550881655,51.05616241412926,-94.25118955423906,250.3934335712376,0.10063974165969561,1.1224287782943612
solid,control_vs_moderate,2,1,9,16,44.876,75.14,1975.862,7.14465,1e-4,control,0.4261161636165461,95.13398376090932,-205.84190855222786,497.78118073602553,0.08115470082733957,1.095555079461458
solid,control_vs_moderate,1,2,9,12,41.647,58.521,1962.478,301.93881,0.00231,control,0.4016556457632019,-42.04422948922409,-217.85699589071913,155.3855229706328,-0.07985875515562016,0.9337215640236318
solid,control_vs_moderate,1,1,11,16,51.577,78.439,1972.462,51.39288,0.09079,control,0.40674268872357194,292.8970692854819,-167.8040632066139,893.1593470093208,0.1260647521915527,1.1418767131548855
solid,control_vs_moderate,1,1,4,9,16.396,43.397,1972.598,1224.08432,1.3e-4,control,0.46249310012815326,20.41876868840553,-11.627482747643139,65.81510656505581,0.14521212264775776,1.1652441120053638
solid,control_vs_moderate,2,1,5,13,21.199,64.3,1988.697,22.23172,0.18811,moderate,0.46035686525276054,91.40882438203911,-424.8620218551289,723.6447252425843,0.05682746201731986,1.0787092482585836
